name,total_score,duty,work_state,date,title,pros,cons,wish,like
페이스북코리아,width:80%;,IT/인터넷,전직원,2019. 03. 23,"
BEST
      ""누구나 알고있는 유명한 sns회사로써 확실히 다른곳과 다릅니다""
    ","
근무환경이 좋으며 분위기가 굉장히 자유롭고, 내 일에 집중할 수 있어서 좋은 곳입니다.
","
딱히 꼽을 것이 없지만 굳이 한가지를 꼽자면 컴퓨터를 보고 하는 일이기 때문에 본인의 습관에 따라 눈이 피로할 수도 있습니다.
","
지금처럼 다른 기업들과 다르게 좋은 분위기를 가지며 긍정적인 마인드를 유지해주셨으면 좋겠습니다!!
", 1 
페이스북코리아,width:80%;,IT/인터넷,전직원,2019. 03. 20,"
BEST
      ""대우좋고 보람있게 일할 수 있는 기업입니다 추천합니다""
    ","
분위기좋고 확실한 보상과 수직적이지 않는 분위기가 최고입니다
","
단점 그다지 별로 없는거같은데 굳이 생각하면 드가기가 너무 힘드네여
","
앞으로도 더욱 힘내주세요 화이팅입니다.
", 2 
페이스북코리아,width:60%;,서비스/고객지원,전직원,2019. 02. 20,"
BEST
      ""환경은 좋고 직원이 많지 않은데 점점 많아지고 있는추세인것같다.""
    ","
복지 복지 음료수 간식거리 공짜 좋은 환경의 오피스 괜찬은 연봉 등등등.....................
","
계약직과 정규직의 차별이 있는 편이다. 대우면에서 나 평소에도................
","
딱히 없음......없어요없습니다없어요 없습니다다아아아..
", 0 
페이스북코리아,width:100%;,경영/기획/컨설팅,전직원,2019. 01. 21,"
BEST
      ""개발자가 대우받고 사람들이 굉장히 좋음 팀워크도 좋음""
    ","
윗사람 눈치 안보고 연차 사용, 점심 저녁 제공, 깔끔한 사무실 분위기 등등
","
낙하산 인사, 인맥... 너무 괴롭다. 일좀 하자... 제발...
","
일하는 사람 좀 중용했으면 좋겠다. 열심히 하면 할수록 힘빠짐
", 4 
페이스북코리아,width:80%;,IT/인터넷,전직원,2019. 01. 10,"
BEST
      ""뭐랄까 굉장히 깨어있는 사람들과 같이 있는 느낌이었습니다. 물들어가는게 좋다랄까요 ?""
    ","
발빠른 판단과 협업이 이루어질 수 있는 분위기를 조성합니다. 또한 결과 성취에 너무 많은 비중을 두고 진행되는 프로젝트를 많이 경험 할 수 있습니다.
","
보고를 위한 단계가 간소화되어 자칫 확인을 받아야 할 사항에 대해 쉽게 간과할 수 있는 점이 단점입니다. 그리고 직원간의 위계질서가 흔들리는 듯 했습니다.
","
신규사업에 대한 투자를 직원들과 상의한다면 보다 보람찬 업무 분위기를 조성할 수 있을 것 같습니다.
", 2 
페이스북코리아,width:100%;,미디어/홍보,전직원,2018. 10. 17,"
BEST
      ""대우받으며 보람차게 일할 수 있는 곳 입니다.""
    ","
좋은 분위기에서 자기 분야 전문성을 기를 수 있고, 사업 기반이 안정적이고 체계적인 교육 시스템이 갖춰져 있습니다.
","
반복적 업무와 승진이 힘들다는 점이 있지만 큰 단점은 거의 없다고 봐도 무방합니다.
","
신규 프로젝트 추진과 다양한 승진 프로모션 바랍니다
", 4 
페이스북코리아,width:80%;,IT/인터넷,전직원,2018. 09. 19,"
BEST
      ""개발자가 대우받을수 있는곳능력향상이 가능한곳""
    ","
연차를 눈치 안보고 쓸수 있음출퇴근 자유로움,연봉이 높음
","
문서 작업이 많음출퇴근이 자유로운대신 할업무가많음회사자리가 좋지않음
","
직원들불만을 듣고 해결책을 찾아주었으면...
", 4 
페이스북코리아,width:100%;,디자인,전직원,2018. 09. 10,"
BEST
      ""다양한 환경을 개발하고 경험하며, 직원의 능력 향상을 위해 많은 노력을 기울이는 회사라고 할 수 있겠다.""
    ","
연차사용에 자유롭다. 일단 자유로운 기업의 분위기가 형성되어 그 기업만의 독특한 업무 방식을 낳는다. 서로간의 다양하고 허울없는 업무이야기가 기업의 장기적 발전에 상당히 많은 도움과 효율을 낼 수 있다고 볼 수 있다.
","
갑작스럽게 업무가 생기면 기한 내 일처리를 위해 야근을 하는 경우도 있고 집에서까지 일의 연장이어서 집과 회사의 공간분리가 이루어지지 않는 경우가 가끔 생긴다. 그러나 이는 어쩔 수 없는 업계 상황인지라 어느 정도 인정하고 받아들이게 된다.
","
직원들의 불만을 많이 들어주는 편이지만 실질적 문제 해결에 조금 더 힘써주었으면 한다. 그리고 개발과 디자인에 좀 더 많은 투자를 해서 더 나은 시장상황을 개척했으면 좋겠다.
", 8 
페이스북코리아,width:60%;,IT/인터넷,전직원,2018. 07. 25,"
BEST
      ""능력 발휘를 위한 좋은 장이 될 수 있을지도 몰라요""
    ","
개인의 역량 강화 및 스킬 향상에 상당한 이점이 있는 기업 입니다.
","
개인적인 분위기가 팀의 화합과 발전을 약간 저하 시키는 듯 합니다.
","
앞으로도 더욱 발전이 되는 기업으로 성장 하길 기대 합니다.
", 0 
페이스북코리아,width:60%;,IT/인터넷,전직원,2018. 07. 10,"
BEST
      ""보람있는 회사 일할 맛 나는 회사라고 생각합니다.""
    ","
프리한 근무 환경 좋은 사람들 연차가 자유로운 회사 복지가 좋은회사
","
흐름이 빨라 따라가기 힘듬 최근 타 회사에 밀리는 감이 없지 않아 있음
","
조금더 직원을 생각해주세요. 임금인상
", 2 
페이스북코리아,width:100%;,미디어/홍보,현직원,2017. 12. 26,"
BEST
      ""인터넷 플랫폼 기반의 다양한 업무 경험을 하며, 자신을 끊임없이 발전시키고자 하는 사람들에게는 최고의 직장""
    ","
유연한 근무환경, 다양한 복지혜택, 업계 최고 인재들과의 협업 기회 등 장점이 너무 많지만, 직원 개개인의 성장이 곧 회사의 발전이라고 믿고 실제로 이를 실행하는 수많은 사례들은 다른 회사에서 찾아보기 힘들다고 생각합니다. 무엇보다, 단단하고 촘촘하게 쌓아올린 건강한 문화와, 이를 지키기 위해서 끊임없이 스스로에게, 그리고 서로에게 질문을 던지는 사람들은 정말 최고입니다.
","
겉으로 보는 것 만큼 화려하고 편하기만한 직장은 아닙니다. 업무의 강도가 세고, 치열하게 분 단위로 시간을 쪼개가며 일해야 합니다. 주어지는 업무라는게 별도로 있는 것이 아니고, 본인 스스로 계획하고 일을 만들어가는 것에 익숙한 사람이 아니라면 힘들 수 있습니다.
","
비전을 제시하고 공유하는 측면, 의사결정 과정 등 여러가지 측면에서 특별히 언급할 내용이 없습니다
", 9 
페이스북코리아,width:100%;,영업/제휴,현직원,2017. 12. 20,"
BEST
      ""자율적인 분위기 속에서 개인의 역량을 최대한 발휘할 수 있는 곳""
    ","
업무를 제대로 할 수만 있다면 업무의 방식, 시간, 장소에 구애받지 않고 결과물을 만들어 내는 것에만 집중할 수 있는 문화 어떤 이야기라도 할 수 있고,개인들의 의견을 최대한 반영하고자 하는 회사 뛰어난 능력을 보유한 동료를 만날 수 있는 곳 합리적인 상식이 통하는 곳
","
너무 빠른 성장으로 인해 지속적인 변화와 공부가 필요하고, 일반적인 한국기업의 기업문화와는 많이 다르기 때문에 경력직의 경우 적응이 어려울 수 있음
","
지금처럼 소속원들이 조화롭게 업무에 집중할 수 있는 문화가 지속될 수 있도록 조직의 상황/분위기에 대해서 계속 관심가져 주시기 바랍니다
", 7 
페이스북코리아,width:80%;,IT/인터넷,현직원,2017. 12. 18,"
BEST
      ""다양한 경험과 도전을 할 수 있는 곳. 빠르게 성장하고 싶은 분께 추천함.""
    ","
수평적이고 가족같은 회사 분위기. 자유롭게 근무할 수 있음. 복지 혜택이 많고 즐겁게 일할 수 있음.
","
SNS 회사이다 보니 지속적인 알림으로 인한 피로, 모든 것이 빨리 움직이므로 빠른 적응력 및 유연성이 요구됨.
","
직원 한 사람 한 사람에 대한 care가 다른 회사에 비교해 부족한 것 같습니다.
", 2 
페이스북코리아,width:100%;,IT/인터넷,현직원,2017. 12. 18,"
BEST
      ""자율성이 매우 높지만 동시에 회사가 요구하는 기대치가 매우 높기 때문에 적응이 쉬운 곳은 아닙니다. 그래도 좋은 동료들과 함께 본인이 중요하다고 생각하는 가치를 실현하는 것에 집중할 수 있는 곳입니다.""
    ","
페이스북 본사에서 중요하게 생각하는 가치들이 페이스북 코리아에서도 잘 지켜지고 있습니다. 주도적이고 자율적으로 자신의 업무를 이끌어 갈 수 있고, 사람 문제로 필요 없는 에너지를 쓰지 않는 점이 좋습니다. 제가 생각하는 페이스북의 가장 좋은 점은 신뢰할 수 있는 동료들과 함께 일할 수 있다는 점과 회사와 동료가 가족처럼 개인의 고민을 함께 해주고 필요한 것을 최대한 지원해주는 점입니다.
","
회사가 빠르게 성장하고 있고 페이스북이 제공하는 서비스나 솔루션이 빠르게 변화하고 있어서 이 정보를 따라 가기가 쉽지 않습니다. 그리고 높은 기대치와 지속적인 성장에 대한 요구로 편안하게 회사 생활을 하는 것이 불가능합니다.
","
페이스북 코리아도 빠르게 성장을 하고 있는데 회사가 추구하는 가치들이 계속 지켜지고 더 발전할 수 있도록 리더십 그룹이 더 노력할 필요가 있는 것 같습니다. 특히 엔지니어 중심의 합리적이고 효율적인 문화가 한국에서도 뿌리 내리면 좋을 것 같습니다.
", 3 
페이스북코리아,width:100%;,영업/제휴,현직원,2017. 12. 18,"
BEST
      ""합리적이고 자유로운 분위기 속에 본인의 역량을 마음껏 발휘할 수 있는 곳""
    ","
다른 사람의 눈치를 보지 않고 자기 주도적으로 업무를 이끌어 나갈 수 있음. 업무 뿐만 아니라 복지 측면에서도 다양한 지원/혜택을 받을 수 있음
","
기업 문화 측면에서 단점이 있지는 않으나 기대치만큼 급여 수준이 높지 않음
","
앞으로도 지속적인 성장과 좋은 기업문화가 양립해 나갈 수 있었으면 좋겠습니다.
", 2 
페이스북코리아,width:100%;,IT/인터넷,현직원,2017. 12. 18,"
BEST
      ""내 회사라도 이만큼 좋을지 잘 모르겠다.""
    ","
직원에게 주어진 자유의 크기가 엄청남. 철저하게 직원을 믿고 맡김
","
스스로 알아서 해야 하는 부분이 정말 많음. 혼자서 일해본 경험이 없으면 매우 힘들 수 있음.
","
회사는 회사답게. 너무 이상적인 회사를 추구하지 말았으면
", 1 
페이스북코리아,width:100%;,마케팅/시장조사,현직원,2017. 12. 07,"
BEST
      ""책임과 자율성 두 가지를 다 갖고 주도적으로 일 하는 것을 즐기는 사람에게 강력 추천합니다.""
    ","
창립 15년이 채 안되어 아직도 말랑말랑함을 간직하고 끊임없이 진화하는 회사. ‘그건 하면 안돼’ 라는 말을 들을 일이 거의 없다고 보면 됨. 예전엔 안된 것이라 하더라도 지금은 될 수 있으므로.
","
정해진 고정된 룰 없이 움직이는 말랑말랑함이 어떤 사람들에게는 체계가 없고 중구난방이라는 인상을 줄 수 있음. 관점의 차이라고 생각하지만 못 견디는 사람들 의외로 많음.
","
새로운 성장 동력을 더 적극적으로 찾고, 광고주 쪽 뿐만 아니라 일반 유저 확장을 위한 인력과 마케팅 투자를 더 많이 해주세요.
", 5 
페이스북코리아,width:60%;,IT/인터넷,전직원,2017. 11. 28,"
BEST
      ""적극적인 사람에게 추천. 외국계 기업을 원하는 사람에게 추천. 그러나 경쟁사 대비 연봉이 높은 것은 아님.""
    ","
글로벌 회사답게 분위기는 자유롭고 내가 하고 싶은 것을 할 수 있음. 그러나.. 단점은 아래에 적음
","
성과위주. 시키는 것이 명확하지 않아 내가 찾아서 해야함. 적극적인 사람에게 추천. 그러나 본사에서 통과시켜주지 않으면 내가 무엇을 해도 소용이 없음
","
한국은 지사일뿐. 결국 본사의 결정에 따라 움직이는데, 지사에 권한을 명확히 주었으면 함.
", 4 
페이스북코리아,width:100%;,경영/기획/컨설팅,현직원,2017. 09. 25,"
BEST
      ""말 그대로 '수평적'이고 '자유로운' 분위기 속에서 성장할 기회를 주는 기업.""
    ","
언제든 이용할 수 있는 간식이나 각종 음료에서부터 시작, 자유롭게 쓸 수 있는 휴가제도, 상하 관계가 아닌 파트너십의 조직 문화 등 다른 것에 대한 걱정은 줄이고 온전히 업무에만 집중할 수 있도록 하는 회사의 배려가 가장 큰 장점이다. 이런 환경 안에서 가시적인 임팩트를 만들어낼 수 있는 'Talent'로 성장할 수 있다.
","
분위기가 워낙 자유롭고, 개인의 선택에 많은 것을 맡기는 기업이기 때문에 처음에는 회사가 불친절하다고 느낄 수 있다. 모든 일에 가이드를 제공하지 않기 때문. 하지만 본인이 조금 더 적극적으로 접근한다면 그만큼 무궁무진한 기회를 얻을 수 있다.
","
회사가 빠르게 성장하고 있는 지금, 이 좋은 문화를 계속 유지하는 것이 가장 큰 숙제가 될 것 같다.
", 6 
페이스북코리아,width:100%;,IT/인터넷,현직원,2017. 09. 21,"
BEST
      ""엔지니어가 일하기 너무나도 좋은 글로벌 회사, 해볼수 있는 일이 다양하고, 성장 할수 있는 기회가 무궁무진한 회사!""
    ","
Focus on Impact! 매니저와 상의를 하여 내가 하고 싶고, 연차와 관계없이 회사에 Impact를 줄 만한 일을 스스로 결정하고 실행해 나갈 수 있습니다. 또한, 출퇴근 시간이 flexible 하다(하지만 자유에는 책임이 따른다는것!)
","
글로벌 기업이고, 팀 소속이 HQ라면, 한국 시간과 관계 없이 이른 아침이나 늦은밤에 Video Conference가 잡히기도 합니다.
","
신규사업을 적극적으로 투자 했으면 좋겠고, Asia Market에 보다 적극적인 투자가 이뤄지는게 보였으면 좋겠습니다.
", 0 
페이스북코리아,width:100%;,IT/인터넷,현직원,2017. 09. 21,"
BEST
      ""세상에서 가장 평등하고 자율적으로 일할 수 있는 회사.""
    ","
수평적 문화의 최고봉. open discussion을 권장하고 매우 fair하며 모든 것을 자율적으로 처리함. 사람을 가장 중시하고 collaboration을 중요한 가치로 여기며 배울 것이 많아 끊임없이 성장하고 스스로를 계발할 수 있는, 보기드문 사회적 조직.
","
정보가 너무 많고 매일같이 엄청나게 쏟아지다보니 진정 열심히 달리지 않으면 따라잡기 어렵고, 모두가 정말 스마트하고 일을 잘하기 때문에 웬만해서는 recognition을 얻기가 어렵달까...
","
지금처럼 모두가 자부심을 가지고 스스로 좋아서 일하는 이런 즐거운 일터 문화를 언제까지나 꼭 지켜갔으면 좋겠음.
", 8 
페이스북코리아,width:100%;,영업/제휴,현직원,2017. 09. 21,"
BEST
      ""글로벌 최고 기업. 경영성과, 기업문화, 일하는 구성원 모두 최고임. 명확한 기업 미션과 이를 최선을 다해 실천하는 경영진과 즐겁게 일할 수 있는 기업.""
    ","
각자 가지고 있는 장점을 극대화하는 방식으로 업무가 가능. 좋아하는 방식, 하고 싶어하는 방식으로 성과를 스스로 극대화할 수 있는 기회가 주어짐. 회사와 직원 간에 신뢰가 있어 근태 등에서 상대적으로 자유로움. 즐겁게 일하며 성과를 내면서 만족할 수 있는 회사.
","
스스로 일을 찾아서 하는 방식이라 지시하는 방식이 익숙하면 적응하기 힘들 수 있음. 협업을 매우 중요하게 생각하므로 혼자일하는 방식을 선호할 경우 적응하기 어려울 수 있음.
","
더 많은 직종 간, 타 국가 오피스와의 교류가 일어나면 좋을 것 같음. 한국 지역에 국한되는 경우 커리어 상 발전에 한계가 있을 수 있음.
", 4 
페이스북코리아,width:80%;,영업/제휴,현직원,2016. 10. 08,"
BEST
      ""빠른 성장, 투명한 경영, 그리고 직원을 아끼고 개개인의 성장을 이끌어주는 회사. 직원 개개인이 성장해야 회사가 성장한다고 믿는 회사.""
    ","
개인적으로 성장할 수 있는 기회가 무궁무진함. 그에 따른 리더쉽 레벨에서의 서포트도 훌륭함. 스스로 기회를 찾아나서야 함. 좋은 복지, 능력만큼의 대우, 자유로운 개개인의 의사표현.
","
마냥 수평적이지만은 않은 회사. 페이스북이기보다는 페이스북 코리아에 가까움.개개인마다 자신의 성과가 무엇보다 우선시되는 분위기. 타 회사에 비하면 물론 좋지만 회사 내부에서 바라는 이상적인 문화와는 거리가 먼 편.
","
직원 개개인의 발전을 따로 볼 것이 아니라 함께 발전, 그리고 시너지를 발휘할 수 있도록 해주세요.
", 8 
페이스북코리아,width:100%;,마케팅/시장조사,현직원,2016. 09. 06,"
BEST
      ""왜 이제야 '페이스북' 에 입사 하였는지, 늦게 입사한게 한 이 될만큼 최고의 회사.""
    ","
매우빠른 세계 흐름 에 늘 한발 앞서 있다는 느낌을 항상 받음.. 외국계 회사답게 정말 자유로운 분위기 와 미국 실리콘벨리에 와있는듯한 내부 인테리어.. 직원들이 업무하며 조금이라도 불편함을 못느끼도록 최고의 서비스(수많은 간식과 it기기들..) 제공.. 정기적인 세미나 를 통한 지식교류..팀원들간 시기 질투 텃세 등 전혀 없으며 오히려 평등, 자유, 신뢰, 존중 을 하는 분위기.. 절대 사생활을 들추어 내지 않는 회사..모든것이 ""내가 정말 올바른 회사에 다니고 있구나, 이 회사의 일원인게 너무 자랑스럽다"" 의 자부심이 느껴짐.. 모든게 완벽한 system..퇴사하고 싶지 않은 최고의 회사!
","
외국계 회사 특유의 자유로움이 분명히 존재하나, 그 만큼 최고의 능력과 효율을 보여줘야함.. 남들과 그리고 타업체와 똑같이 해서는 살아 남을수 없음.. 본인이 가지고있는 능력을 최대한 보여야 함.. 회사 입사시 국내 업체와는 달리 일을 알려주지 않음.. 본인이 직접 일을 찾아서 해야함..처음에 적응이 조금 힘들수 있으나 길들여지면 최고의 장점이 될 수도 있음.. 입사가 어렵다는것도 하나의 단점이 될 수도 있음..
","
바라는것은 더이상 없음.. 지금처럼 전세계 페이스북 직원들과 최고의 업무 효율을 내서 유저들에게 양질의 서비스를 제공했으면 함..
", 30 
페이스북코리아,width:100%;,서비스/고객지원,현직원,2016. 01. 17,"
BEST
      ""개발자와 함께 배울 수 있는 곳 추천합니다.""
    ","
한국 대기업과 다르게 눈치를 볼 필요가 없고 수평적인 문화가 무척 마음에 듬.
","
아직 체계가 잘 갖추어져있지 않음. 때문에 주먹구구식의 낭비가 보일 때가 있음.
","
문화도 좋지만 체계 구축에 더 노력해주시길 ...
", 5 
페이스북코리아,width:100%;,영업/제휴,현직원,2015. 09. 19,"
BEST
      ""글로벌 회사로서 다양한경험과 넓은 시각을 배울 수 있습니다.""
    ","
자유로운 분위기와 직원의 장점을 더욱 개발하도록 도와줍니다. 권한과 책임을 부여함으로써 오너쉽을갖고 일할 수 있습니다.
","
성과위주의 업무평가로 인해 스트레스를 받는 경우가 있으며, 우수한 인재들과 경쟁하는 부담이 있을수 있습니다.
","
지금처럼 투명한 회사의 방향공유로 직원들이 회사에대한 비전을 이해하고 함께 나아가도록 해주었으면 좋겠습니다!
", 7 
페이스북코리아,width:100%;,영업/제휴,현직원,2015. 08. 19,"
BEST
      ""전 세계에서 가장 빠르게 성장하는 회사에서 스스로 생각하며 일하는 경험을 하게 해주는 회사""
    ","
경쟁력있는 수준의 복리후생, 급여와 더불어 자율성, 다양성을 존중하는 기업문화로 인해 회사생활이 즐거워진다. 또한, 더 좋은 세상을 만들어 나가는 회사의 비전에 따른 발전에 맞물려 회사의 구성원으로서 자부심을 느낄수 있음.
","
자율성을 바탕으로 한 성과를 중시하는 문화가 장점이자 단점으로 작용하여, 업무량이 일반 회사 대비 많은편.
","
로컬현실에 맞춤 정책들이 더 많아 질수 있으면 좋겠어요.
", 5 
페이스북코리아,width:100%;,영업/제휴,현직원,2015. 08. 18,"
BEST
      ""세상을 연결한다는 자부심, 가장 빠르게 성장하는 글로벌 기업, 자율적인 기업문화""
    ","
직원 개개인에 대한 신뢰를 바탕으로 자율적인 문화로 운영되는 회사. 사람을 가장 중심에 두는 문화. 규칙보다는 가치를 기반으로 빠른 속도로 성장하는 곳. 페이스북 회사내에서도 우수한 팀으로 인정받고 업계 최고 한국팀과 함께 성장하고 배울 수 있는 환경.
","
빠른속도로 움직이는 회사이다보니 하루가 다르게 플랫폼, 제품, 정책들이 변함. 안정보다 변화를 즐기는 인재상 선호. 업무영역을 본인이 찾고 결과까지는 내야하는 환경이 지도와 지시를 바라는 사람에게는 적응하기 어려울 수 있음.
","
회사와 팀이 커지더라도 지금과 같이 자율적이고 수평적인 문화를 유지해주세요.
", 101 
페이스북코리아,width:100%;,IT/인터넷,현직원,2015. 08. 10,"
BEST
      ""빠르게 성장하는 글로벌 IT 기업으로 최고 수준의 인재들과 자유로운 업무 환경에서 다양한 협업을 통해 지속적으로 성장할 수 있는 곳""
    ","
1. 업계 최고 수준의 글로벌 인재들과 협업하며 지적으로 자극 받고 지속적으로 성장할 수 환경2. 경직되지 않고 유연하며 자율적이고 수평적인 독특한 조직 문화3. 빠르게 성장하는 글로벌 기업에서 다양한 업무를 경험할 수 있는 기회
","
지속적으로 학습하고 성과를 만들기 위한 높은 수준의 노력이 요구됨
","
현재의 좋은 업무 환경 유지와 지속적인 인재 발굴
", 2 
페이스북코리아,width:100%;,마케팅/시장조사,현직원,2015. 08. 03,"
BEST
      ""5번의 이직으로 찾은 회사. 마지막으로 다니고 싶은 회사.""
    ","
1. 개인에게 많은 권한이 주어지며, 이 권한만큼의 책임을 지게되는 이상적인 조직 문화2. 엄청나게 빠르게 변화하는 기업의 변화에 개인적으로는 학교에 다니는 것과 같이 계속 새로운 것들을 배울 수 있는 곳.3. 훌륭한 인재들과 함께 많은 것들을 배울 수 있는 곳
","
워낙 빠르게 변화하여 기업의 속도를 따라가기 위한 노력이 수반되어야 함
","
현재의 분위기를 지속적으로 유지할 수 있도록 노력해 주기를 바람
", 46 
페이스북코리아,width:100%;,경영/기획/컨설팅,전직원,2015. 07. 23,"
BEST
      ""대기업과 스타트업의 장점을 고루 갖춘 회사""
    ","
좋은 복지 혜택 및 근무 환경을 갖추고 있음에도 내가 할 일을 스스로 찾아 할 수 있는 스타트업 같은 분위기. 지사이지만 본사 임원진을 가까이서 만날 수 있는 기회도 잦음.
","
아직 국내에서는 성장 기회가 많은 회사이기에 스스로 엄격히 조절하지 않으면 원 없이 일할 수 있다.
","
다양한 역할을 하는 사람이 더 많아졌으면...
", 7 
